,actual_kwh,actual_temperature,date,time,dow,month
2013-07-20 10:00:00-07:00,53.1,61.0,2013-07-20,10:00:00,5,7
2013-07-20 10:15:00-07:00,55.5,,2013-07-20,10:15:00,5,7
2013-07-20 10:30:00-07:00,54.0,,2013-07-20,10:30:00,5,7
2013-07-20 10:45:00-07:00,54.6,,2013-07-20,10:45:00,5,7
2013-07-20 11:00:00-07:00,53.7,63.0,2013-07-20,11:00:00,5,7
2013-07-20 11:15:00-07:00,55.5,,2013-07-20,11:15:00,5,7
2013-07-20 11:30:00-07:00,54.3,,2013-07-20,11:30:00,5,7
2013-07-20 11:45:00-07:00,54.9,,2013-07-20,11:45:00,5,7
2013-07-20 12:00:00-07:00,53.4,63.0,2013-07-20,12:00:00,5,7
2013-07-20 12:15:00-07:00,53.7,,2013-07-20,12:15:00,5,7
2013-07-20 12:30:00-07:00,54.3,,2013-07-20,12:30:00,5,7
2013-07-20 12:45:00-07:00,56.1,,2013-07-20,12:45:00,5,7
2013-07-20 13:00:00-07:00,55.2,64.9,2013-07-20,13:00:00,5,7
2013-07-20 13:15:00-07:00,54.0,,2013-07-20,13:15:00,5,7
2013-07-20 13:30:00-07:00,55.5,,2013-07-20,13:30:00,5,7
2013-07-20 13:45:00-07:00,54.9,,2013-07-20,13:45:00,5,7
2013-07-20 14:00:00-07:00,54.0,68.0,2013-07-20,14:00:00,5,7
2013-07-20 14:15:00-07:00,55.8,,2013-07-20,14:15:00,5,7
2013-07-20 14:30:00-07:00,53.7,,2013-07-20,14:30:00,5,7
2013-07-20 14:45:00-07:00,56.4,,2013-07-20,14:45:00,5,7
2013-07-20 15:00:00-07:00,54.9,69.1,2013-07-20,15:00:00,5,7
2013-07-20 15:15:00-07:00,54.9,,2013-07-20,15:15:00,5,7
2013-07-20 15:30:00-07:00,56.7,,2013-07-20,15:30:00,5,7
2013-07-20 15:45:00-07:00,53.4,,2013-07-20,15:45:00,5,7
2013-07-20 16:00:00-07:00,53.7,64.9,2013-07-20,16:00:00,5,7
2013-07-20 16:15:00-07:00,54.6,,2013-07-20,16:15:00,5,7
2013-07-20 16:30:00-07:00,54.3,,2013-07-20,16:30:00,5,7
2013-07-20 16:45:00-07:00,53.4,,2013-07-20,16:45:00,5,7
2013-07-20 17:00:00-07:00,53.1,63.0,2013-07-20,17:00:00,5,7
2013-07-20 17:15:00-07:00,52.2,,2013-07-20,17:15:00,5,7
2013-07-20 17:30:00-07:00,52.2,,2013-07-20,17:30:00,5,7
2013-07-20 17:45:00-07:00,54.3,,2013-07-20,17:45:00,5,7
2013-07-20 18:00:00-07:00,52.8,61.0,2013-07-20,18:00:00,5,7
2013-07-20 18:15:00-07:00,53.4,,2013-07-20,18:15:00,5,7
2013-07-20 18:30:00-07:00,54.0,,2013-07-20,18:30:00,5,7
2013-07-20 18:45:00-07:00,52.5,,2013-07-20,18:45:00,5,7
2013-07-20 19:00:00-07:00,52.5,57.9,2013-07-20,19:00:00,5,7
2013-07-20 19:15:00-07:00,53.1,,2013-07-20,19:15:00,5,7
2013-07-20 19:30:00-07:00,52.8,,2013-07-20,19:30:00,5,7
2013-07-20 19:45:00-07:00,52.8,,2013-07-20,19:45:00,5,7
2013-07-20 20:00:00-07:00,56.4,55.9,2013-07-20,20:00:00,5,7
2013-07-20 20:15:00-07:00,54.9,,2013-07-20,20:15:00,5,7
2013-07-20 20:30:00-07:00,55.5,,2013-07-20,20:30:00,5,7
2013-07-20 20:45:00-07:00,54.0,,2013-07-20,20:45:00,5,7
2013-07-20 21:00:00-07:00,56.1,55.0,2013-07-20,21:00:00,5,7
2013-07-20 21:15:00-07:00,55.2,,2013-07-20,21:15:00,5,7
2013-07-20 21:30:00-07:00,56.7,,2013-07-20,21:30:00,5,7
2013-07-20 21:45:00-07:00,55.2,,2013-07-20,21:45:00,5,7
2013-07-20 22:00:00-07:00,54.9,55.0,2013-07-20,22:00:00,5,7
2013-07-20 22:15:00-07:00,55.2,,2013-07-20,22:15:00,5,7
2013-07-20 22:30:00-07:00,57.3,,2013-07-20,22:30:00,5,7
2013-07-20 22:45:00-07:00,54.3,,2013-07-20,22:45:00,5,7
2013-07-20 23:00:00-07:00,55.5,55.0,2013-07-20,23:00:00,5,7
2013-07-20 23:15:00-07:00,53.4,,2013-07-20,23:15:00,5,7
2013-07-20 23:30:00-07:00,55.5,,2013-07-20,23:30:00,5,7
2013-07-20 23:45:00-07:00,54.3,,2013-07-20,23:45:00,5,7
2013-07-21 00:00:00-07:00,54.9,55.0,2013-07-21,00:00:00,6,7
2013-07-21 00:15:00-07:00,54.6,,2013-07-21,00:15:00,6,7
2013-07-21 00:30:00-07:00,54.9,,2013-07-21,00:30:00,6,7
2013-07-21 00:45:00-07:00,54.0,,2013-07-21,00:45:00,6,7
2013-07-21 01:00:00-07:00,54.6,54.0,2013-07-21,01:00:00,6,7
2013-07-21 01:15:00-07:00,54.0,,2013-07-21,01:15:00,6,7
2013-07-21 01:30:00-07:00,54.9,,2013-07-21,01:30:00,6,7
2013-07-21 01:45:00-07:00,53.7,,2013-07-21,01:45:00,6,7
2013-07-21 02:00:00-07:00,55.5,54.0,2013-07-21,02:00:00,6,7
2013-07-21 02:15:00-07:00,53.7,,2013-07-21,02:15:00,6,7
2013-07-21 02:30:00-07:00,53.7,,2013-07-21,02:30:00,6,7
2013-07-21 02:45:00-07:00,54.3,53.6,2013-07-21,02:45:00,6,7
2013-07-21 03:00:00-07:00,54.9,55.0,2013-07-21,03:00:00,6,7
2013-07-21 03:15:00-07:00,54.9,,2013-07-21,03:15:00,6,7
2013-07-21 03:30:00-07:00,54.3,,2013-07-21,03:30:00,6,7
2013-07-21 03:45:00-07:00,54.6,,2013-07-21,03:45:00,6,7
2013-07-21 04:00:00-07:00,53.7,55.0,2013-07-21,04:00:00,6,7
2013-07-21 04:15:00-07:00,55.2,,2013-07-21,04:15:00,6,7
2013-07-21 04:30:00-07:00,54.3,,2013-07-21,04:30:00,6,7
2013-07-21 04:45:00-07:00,53.7,,2013-07-21,04:45:00,6,7
2013-07-21 05:00:00-07:00,54.3,55.0,2013-07-21,05:00:00,6,7
2013-07-21 05:15:00-07:00,54.3,,2013-07-21,05:15:00,6,7
2013-07-21 05:30:00-07:00,53.1,,2013-07-21,05:30:00,6,7
2013-07-21 05:45:00-07:00,54.6,,2013-07-21,05:45:00,6,7
2013-07-21 06:00:00-07:00,54.6,55.0,2013-07-21,06:00:00,6,7
2013-07-21 06:15:00-07:00,54.9,,2013-07-21,06:15:00,6,7
2013-07-21 06:30:00-07:00,54.3,,2013-07-21,06:30:00,6,7
2013-07-21 06:45:00-07:00,54.0,,2013-07-21,06:45:00,6,7
2013-07-21 07:00:00-07:00,54.0,55.0,2013-07-21,07:00:00,6,7
2013-07-21 07:15:00-07:00,54.6,,2013-07-21,07:15:00,6,7
2013-07-21 07:30:00-07:00,53.7,,2013-07-21,07:30:00,6,7
2013-07-21 07:45:00-07:00,55.5,,2013-07-21,07:45:00,6,7
2013-07-21 08:00:00-07:00,54.0,57.0,2013-07-21,08:00:00,6,7
2013-07-21 08:15:00-07:00,54.9,,2013-07-21,08:15:00,6,7
2013-07-21 08:30:00-07:00,52.2,,2013-07-21,08:30:00,6,7
2013-07-21 08:45:00-07:00,53.1,,2013-07-21,08:45:00,6,7
2013-07-21 09:00:00-07:00,52.2,59.0,2013-07-21,09:00:00,6,7
2013-07-21 09:15:00-07:00,52.8,,2013-07-21,09:15:00,6,7
2013-07-21 09:30:00-07:00,53.1,60.8,2013-07-21,09:30:00,6,7
2013-07-21 09:45:00-07:00,52.2,,2013-07-21,09:45:00,6,7
2013-07-21 10:00:00-07:00,53.1,61.0,2013-07-21,10:00:00,6,7
2013-07-21 10:15:00-07:00,53.4,,2013-07-21,10:15:00,6,7
2013-07-21 10:30:00-07:00,53.1,,2013-07-21,10:30:00,6,7
2013-07-21 10:45:00-07:00,52.8,,2013-07-21,10:45:00,6,7
2013-07-21 11:00:00-07:00,53.1,63.0,2013-07-21,11:00:00,6,7
2013-07-21 11:15:00-07:00,53.4,,2013-07-21,11:15:00,6,7
2013-07-21 11:30:00-07:00,53.4,,2013-07-21,11:30:00,6,7
2013-07-21 11:45:00-07:00,52.2,,2013-07-21,11:45:00,6,7
2013-07-21 12:00:00-07:00,53.4,64.9,2013-07-21,12:00:00,6,7
2013-07-21 12:15:00-07:00,52.2,,2013-07-21,12:15:00,6,7
2013-07-21 12:30:00-07:00,53.4,,2013-07-21,12:30:00,6,7
2013-07-21 12:45:00-07:00,52.5,,2013-07-21,12:45:00,6,7
2013-07-21 13:00:00-07:00,52.5,66.0,2013-07-21,13:00:00,6,7
2013-07-21 13:15:00-07:00,53.1,,2013-07-21,13:15:00,6,7
2013-07-21 13:30:00-07:00,53.7,,2013-07-21,13:30:00,6,7
2013-07-21 13:45:00-07:00,54.6,,2013-07-21,13:45:00,6,7
2013-07-21 14:00:00-07:00,52.8,68.0,2013-07-21,14:00:00,6,7
2013-07-21 14:15:00-07:00,52.5,,2013-07-21,14:15:00,6,7
2013-07-21 14:30:00-07:00,52.8,,2013-07-21,14:30:00,6,7
2013-07-21 14:45:00-07:00,53.4,,2013-07-21,14:45:00,6,7
2013-07-21 15:00:00-07:00,53.1,66.9,2013-07-21,15:00:00,6,7
2013-07-21 15:15:00-07:00,53.1,,2013-07-21,15:15:00,6,7
2013-07-21 15:30:00-07:00,52.8,,2013-07-21,15:30:00,6,7
2013-07-21 15:45:00-07:00,54.3,,2013-07-21,15:45:00,6,7
2013-07-21 16:00:00-07:00,54.0,64.9,2013-07-21,16:00:00,6,7
2013-07-21 16:15:00-07:00,53.4,,2013-07-21,16:15:00,6,7
2013-07-21 16:30:00-07:00,53.4,,2013-07-21,16:30:00,6,7
2013-07-21 16:45:00-07:00,52.5,,2013-07-21,16:45:00,6,7
2013-07-21 17:00:00-07:00,55.5,64.0,2013-07-21,17:00:00,6,7
2013-07-21 17:15:00-07:00,52.5,,2013-07-21,17:15:00,6,7
2013-07-21 17:30:00-07:00,54.9,,2013-07-21,17:30:00,6,7
2013-07-21 17:45:00-07:00,53.4,,2013-07-21,17:45:00,6,7
2013-07-21 18:00:00-07:00,52.2,63.0,2013-07-21,18:00:00,6,7
2013-07-21 18:15:00-07:00,53.7,,2013-07-21,18:15:00,6,7
2013-07-21 18:30:00-07:00,54.3,,2013-07-21,18:30:00,6,7
2013-07-21 18:45:00-07:00,53.4,,2013-07-21,18:45:00,6,7
2013-07-21 19:00:00-07:00,53.4,63.0,2013-07-21,19:00:00,6,7
2013-07-21 19:15:00-07:00,53.4,,2013-07-21,19:15:00,6,7
2013-07-21 19:30:00-07:00,54.6,,2013-07-21,19:30:00,6,7
2013-07-21 19:45:00-07:00,54.3,,2013-07-21,19:45:00,6,7
2013-07-21 20:00:00-07:00,54.9,60.1,2013-07-21,20:00:00,6,7
2013-07-21 20:15:00-07:00,55.8,,2013-07-21,20:15:00,6,7
2013-07-21 20:30:00-07:00,55.8,,2013-07-21,20:30:00,6,7
2013-07-21 20:45:00-07:00,54.6,,2013-07-21,20:45:00,6,7
2013-07-21 21:00:00-07:00,55.2,57.9,2013-07-21,21:00:00,6,7
2013-07-21 21:15:00-07:00,55.5,,2013-07-21,21:15:00,6,7
2013-07-21 21:30:00-07:00,56.1,,2013-07-21,21:30:00,6,7
2013-07-21 21:45:00-07:00,56.7,,2013-07-21,21:45:00,6,7
2013-07-21 22:00:00-07:00,54.9,57.9,2013-07-21,22:00:00,6,7
2013-07-21 22:15:00-07:00,55.8,,2013-07-21,22:15:00,6,7
2013-07-21 22:30:00-07:00,55.8,,2013-07-21,22:30:00,6,7
2013-07-21 22:45:00-07:00,54.0,,2013-07-21,22:45:00,6,7
2013-07-21 23:00:00-07:00,55.2,57.0,2013-07-21,23:00:00,6,7
2013-07-21 23:15:00-07:00,57.9,,2013-07-21,23:15:00,6,7
2013-07-21 23:30:00-07:00,54.6,,2013-07-21,23:30:00,6,7
2013-07-21 23:45:00-07:00,56.1,,2013-07-21,23:45:00,6,7
2013-07-22 00:00:00-07:00,54.3,57.0,2013-07-22,00:00:00,0,7
2013-07-22 00:15:00-07:00,68.1,,2013-07-22,00:15:00,0,7
2013-07-22 00:30:00-07:00,69.0,,2013-07-22,00:30:00,0,7
2013-07-22 00:45:00-07:00,66.3,,2013-07-22,00:45:00,0,7
2013-07-22 01:00:00-07:00,66.3,57.0,2013-07-22,01:00:00,0,7
2013-07-22 01:15:00-07:00,65.1,,2013-07-22,01:15:00,0,7
2013-07-22 01:30:00-07:00,63.9,,2013-07-22,01:30:00,0,7
2013-07-22 01:45:00-07:00,63.9,,2013-07-22,01:45:00,0,7
2013-07-22 02:00:00-07:00,62.7,57.0,2013-07-22,02:00:00,0,7
2013-07-22 02:15:00-07:00,63.9,,2013-07-22,02:15:00,0,7
2013-07-22 02:30:00-07:00,68.1,,2013-07-22,02:30:00,0,7
2013-07-22 02:45:00-07:00,97.2,,2013-07-22,02:45:00,0,7
2013-07-22 03:00:00-07:00,96.0,57.0,2013-07-22,03:00:00,0,7
2013-07-22 03:15:00-07:00,85.2,,2013-07-22,03:15:00,0,7
2013-07-22 03:30:00-07:00,81.9,,2013-07-22,03:30:00,0,7
2013-07-22 03:45:00-07:00,82.2,,2013-07-22,03:45:00,0,7
2013-07-22 04:00:00-07:00,79.2,57.0,2013-07-22,04:00:00,0,7
2013-07-22 04:15:00-07:00,75.6,,2013-07-22,04:15:00,0,7
2013-07-22 04:30:00-07:00,76.2,,2013-07-22,04:30:00,0,7
2013-07-22 04:45:00-07:00,80.4,,2013-07-22,04:45:00,0,7
2013-07-22 05:00:00-07:00,85.8,57.55,2013-07-22,05:00:00,0,7
2013-07-22 05:15:00-07:00,92.7,,2013-07-22,05:15:00,0,7
2013-07-22 05:30:00-07:00,94.2,,2013-07-22,05:30:00,0,7
2013-07-22 05:45:00-07:00,91.8,,2013-07-22,05:45:00,0,7
2013-07-22 06:00:00-07:00,87.6,57.9,2013-07-22,06:00:00,0,7
2013-07-22 06:15:00-07:00,90.0,,2013-07-22,06:15:00,0,7
2013-07-22 06:30:00-07:00,92.4,,2013-07-22,06:30:00,0,7
2013-07-22 06:45:00-07:00,94.8,,2013-07-22,06:45:00,0,7
2013-07-22 07:00:00-07:00,99.0,59.0,2013-07-22,07:00:00,0,7
2013-07-22 07:15:00-07:00,106.8,,2013-07-22,07:15:00,0,7
2013-07-22 07:30:00-07:00,108.3,,2013-07-22,07:30:00,0,7
2013-07-22 07:45:00-07:00,105.3,,2013-07-22,07:45:00,0,7
2013-07-22 08:00:00-07:00,104.4,60.1,2013-07-22,08:00:00,0,7
2013-07-22 08:15:00-07:00,108.6,,2013-07-22,08:15:00,0,7
2013-07-22 08:30:00-07:00,106.2,,2013-07-22,08:30:00,0,7
2013-07-22 08:45:00-07:00,111.6,,2013-07-22,08:45:00,0,7
2013-07-22 09:00:00-07:00,117.3,62.1,2013-07-22,09:00:00,0,7
2013-07-22 09:15:00-07:00,119.7,,2013-07-22,09:15:00,0,7
2013-07-22 09:30:00-07:00,121.8,,2013-07-22,09:30:00,0,7
2013-07-22 09:45:00-07:00,123.6,,2013-07-22,09:45:00,0,7
2013-07-22 10:00:00-07:00,129.0,63.0,2013-07-22,10:00:00,0,7
2013-07-22 10:15:00-07:00,133.5,,2013-07-22,10:15:00,0,7
2013-07-22 10:30:00-07:00,132.6,,2013-07-22,10:30:00,0,7
2013-07-22 10:45:00-07:00,137.4,,2013-07-22,10:45:00,0,7
2013-07-22 11:00:00-07:00,138.6,64.9,2013-07-22,11:00:00,0,7
2013-07-22 11:15:00-07:00,138.3,,2013-07-22,11:15:00,0,7
2013-07-22 11:30:00-07:00,132.3,,2013-07-22,11:30:00,0,7
2013-07-22 11:45:00-07:00,134.4,,2013-07-22,11:45:00,0,7
2013-07-22 12:00:00-07:00,135.6,66.0,2013-07-22,12:00:00,0,7
2013-07-22 12:15:00-07:00,131.4,,2013-07-22,12:15:00,0,7
2013-07-22 12:30:00-07:00,133.2,,2013-07-22,12:30:00,0,7
2013-07-22 12:45:00-07:00,132.6,,2013-07-22,12:45:00,0,7
2013-07-22 13:00:00-07:00,125.7,66.0,2013-07-22,13:00:00,0,7
2013-07-22 13:15:00-07:00,128.7,,2013-07-22,13:15:00,0,7
2013-07-22 13:30:00-07:00,132.0,,2013-07-22,13:30:00,0,7
2013-07-22 13:45:00-07:00,133.5,,2013-07-22,13:45:00,0,7
2013-07-22 14:00:00-07:00,134.7,68.0,2013-07-22,14:00:00,0,7
2013-07-22 14:15:00-07:00,134.1,,2013-07-22,14:15:00,0,7
2013-07-22 14:30:00-07:00,132.3,,2013-07-22,14:30:00,0,7
2013-07-22 14:45:00-07:00,139.5,,2013-07-22,14:45:00,0,7
2013-07-22 15:00:00-07:00,144.9,69.1,2013-07-22,15:00:00,0,7
2013-07-22 15:15:00-07:00,134.4,,2013-07-22,15:15:00,0,7
2013-07-22 15:30:00-07:00,130.5,,2013-07-22,15:30:00,0,7
2013-07-22 15:45:00-07:00,126.9,,2013-07-22,15:45:00,0,7
2013-07-22 16:00:00-07:00,125.1,71.1,2013-07-22,16:00:00,0,7
2013-07-22 16:15:00-07:00,124.8,,2013-07-22,16:15:00,0,7
2013-07-22 16:30:00-07:00,118.8,,2013-07-22,16:30:00,0,7
2013-07-22 16:45:00-07:00,123.9,,2013-07-22,16:45:00,0,7
2013-07-22 17:00:00-07:00,114.9,66.9,2013-07-22,17:00:00,0,7
2013-07-22 17:15:00-07:00,112.2,,2013-07-22,17:15:00,0,7
2013-07-22 17:30:00-07:00,111.0,,2013-07-22,17:30:00,0,7
2013-07-22 17:45:00-07:00,107.1,,2013-07-22,17:45:00,0,7
2013-07-22 18:00:00-07:00,104.1,66.9,2013-07-22,18:00:00,0,7
2013-07-22 18:15:00-07:00,72.0,,2013-07-22,18:15:00,0,7
2013-07-22 18:30:00-07:00,66.9,,2013-07-22,18:30:00,0,7
2013-07-22 18:45:00-07:00,66.6,,2013-07-22,18:45:00,0,7
2013-07-22 19:00:00-07:00,65.1,66.9,2013-07-22,19:00:00,0,7
2013-07-22 19:15:00-07:00,63.3,,2013-07-22,19:15:00,0,7
2013-07-22 19:30:00-07:00,63.0,,2013-07-22,19:30:00,0,7
2013-07-22 19:45:00-07:00,63.6,,2013-07-22,19:45:00,0,7
2013-07-22 20:00:00-07:00,65.1,63.0,2013-07-22,20:00:00,0,7
2013-07-22 20:15:00-07:00,64.2,,2013-07-22,20:15:00,0,7
2013-07-22 20:30:00-07:00,62.4,,2013-07-22,20:30:00,0,7
2013-07-22 20:45:00-07:00,60.3,,2013-07-22,20:45:00,0,7
2013-07-22 21:00:00-07:00,59.7,60.1,2013-07-22,21:00:00,0,7
2013-07-22 21:15:00-07:00,59.7,,2013-07-22,21:15:00,0,7
2013-07-22 21:30:00-07:00,62.1,,2013-07-22,21:30:00,0,7
2013-07-22 21:45:00-07:00,60.6,,2013-07-22,21:45:00,0,7
2013-07-22 22:00:00-07:00,60.9,60.1,2013-07-22,22:00:00,0,7
2013-07-22 22:15:00-07:00,58.5,,2013-07-22,22:15:00,0,7
2013-07-22 22:30:00-07:00,59.1,,2013-07-22,22:30:00,0,7
2013-07-22 22:45:00-07:00,58.5,,2013-07-22,22:45:00,0,7
2013-07-22 23:00:00-07:00,59.7,60.1,2013-07-22,23:00:00,0,7
2013-07-22 23:15:00-07:00,58.8,,2013-07-22,23:15:00,0,7
2013-07-22 23:30:00-07:00,59.7,,2013-07-22,23:30:00,0,7
2013-07-22 23:45:00-07:00,57.9,,2013-07-22,23:45:00,0,7
2013-07-23 00:00:00-07:00,57.0,59.0,2013-07-23,00:00:00,1,7
2013-07-23 00:15:00-07:00,57.0,59.0,2013-07-23,00:15:00,1,7
2013-07-23 00:30:00-07:00,57.0,,2013-07-23,00:30:00,1,7
2013-07-23 00:45:00-07:00,58.2,,2013-07-23,00:45:00,1,7
2013-07-23 01:00:00-07:00,58.8,57.9,2013-07-23,01:00:00,1,7
2013-07-23 01:15:00-07:00,58.8,,2013-07-23,01:15:00,1,7
2013-07-23 01:30:00-07:00,57.9,,2013-07-23,01:30:00,1,7
2013-07-23 01:45:00-07:00,57.0,,2013-07-23,01:45:00,1,7
2013-07-23 02:00:00-07:00,59.4,57.9,2013-07-23,02:00:00,1,7
2013-07-23 02:15:00-07:00,60.0,,2013-07-23,02:15:00,1,7
2013-07-23 02:30:00-07:00,58.5,,2013-07-23,02:30:00,1,7
2013-07-23 02:45:00-07:00,54.3,,2013-07-23,02:45:00,1,7
2013-07-23 03:00:00-07:00,55.5,59.0,2013-07-23,03:00:00,1,7
2013-07-23 03:15:00-07:00,54.6,,2013-07-23,03:15:00,1,7
2013-07-23 03:30:00-07:00,55.2,,2013-07-23,03:30:00,1,7
2013-07-23 03:45:00-07:00,54.3,,2013-07-23,03:45:00,1,7
2013-07-23 04:00:00-07:00,55.5,59.0,2013-07-23,04:00:00,1,7
2013-07-23 04:15:00-07:00,55.8,,2013-07-23,04:15:00,1,7
2013-07-23 04:30:00-07:00,69.0,,2013-07-23,04:30:00,1,7
2013-07-23 04:45:00-07:00,63.3,,2013-07-23,04:45:00,1,7
2013-07-23 05:00:00-07:00,63.3,59.0,2013-07-23,05:00:00,1,7
2013-07-23 05:15:00-07:00,62.4,,2013-07-23,05:15:00,1,7
2013-07-23 05:30:00-07:00,60.6,,2013-07-23,05:30:00,1,7
2013-07-23 05:45:00-07:00,61.2,,2013-07-23,05:45:00,1,7
2013-07-23 06:00:00-07:00,92.1,59.0,2013-07-23,06:00:00,1,7
2013-07-23 06:15:00-07:00,113.4,,2013-07-23,06:15:00,1,7
2013-07-23 06:30:00-07:00,108.3,,2013-07-23,06:30:00,1,7
2013-07-23 06:45:00-07:00,103.2,,2013-07-23,06:45:00,1,7
2013-07-23 07:00:00-07:00,101.7,57.9,2013-07-23,07:00:00,1,7
2013-07-23 07:15:00-07:00,104.7,,2013-07-23,07:15:00,1,7
2013-07-23 07:30:00-07:00,108.3,,2013-07-23,07:30:00,1,7
2013-07-23 07:45:00-07:00,107.4,,2013-07-23,07:45:00,1,7
2013-07-23 08:00:00-07:00,111.0,61.0,2013-07-23,08:00:00,1,7
2013-07-23 08:15:00-07:00,111.6,,2013-07-23,08:15:00,1,7
2013-07-23 08:30:00-07:00,114.0,,2013-07-23,08:30:00,1,7
2013-07-23 08:45:00-07:00,119.7,,2013-07-23,08:45:00,1,7
2013-07-23 09:00:00-07:00,123.6,66.0,2013-07-23,09:00:00,1,7
2013-07-23 09:15:00-07:00,123.9,,2013-07-23,09:15:00,1,7
2013-07-23 09:30:00-07:00,121.5,,2013-07-23,09:30:00,1,7
2013-07-23 09:45:00-07:00,124.5,,2013-07-23,09:45:00,1,7
2013-07-23 10:00:00-07:00,128.7,66.0,2013-07-23,10:00:00,1,7
2013-07-23 10:15:00-07:00,130.5,,2013-07-23,10:15:00,1,7
2013-07-23 10:30:00-07:00,128.4,,2013-07-23,10:30:00,1,7
2013-07-23 10:45:00-07:00,131.7,,2013-07-23,10:45:00,1,7
2013-07-23 11:00:00-07:00,135.6,66.0,2013-07-23,11:00:00,1,7
2013-07-23 11:15:00-07:00,131.7,,2013-07-23,11:15:00,1,7
2013-07-23 11:30:00-07:00,129.9,,2013-07-23,11:30:00,1,7
2013-07-23 11:45:00-07:00,132.0,,2013-07-23,11:45:00,1,7
2013-07-23 12:00:00-07:00,132.9,66.0,2013-07-23,12:00:00,1,7
2013-07-23 12:15:00-07:00,126.6,,2013-07-23,12:15:00,1,7
2013-07-23 12:30:00-07:00,125.4,,2013-07-23,12:30:00,1,7
2013-07-23 12:45:00-07:00,125.7,,2013-07-23,12:45:00,1,7
2013-07-23 13:00:00-07:00,127.2,68.0,2013-07-23,13:00:00,1,7
2013-07-23 13:15:00-07:00,122.7,,2013-07-23,13:15:00,1,7
2013-07-23 13:30:00-07:00,125.4,,2013-07-23,13:30:00,1,7
2013-07-23 13:45:00-07:00,124.5,,2013-07-23,13:45:00,1,7
2013-07-23 14:00:00-07:00,124.2,66.0,2013-07-23,14:00:00,1,7
2013-07-23 14:15:00-07:00,124.8,,2013-07-23,14:15:00,1,7
2013-07-23 14:30:00-07:00,124.8,,2013-07-23,14:30:00,1,7
2013-07-23 14:45:00-07:00,127.2,,2013-07-23,14:45:00,1,7
2013-07-23 15:00:00-07:00,123.9,68.0,2013-07-23,15:00:00,1,7
2013-07-23 15:15:00-07:00,123.3,,2013-07-23,15:15:00,1,7
2013-07-23 15:30:00-07:00,122.7,,2013-07-23,15:30:00,1,7
2013-07-23 15:45:00-07:00,120.6,,2013-07-23,15:45:00,1,7
2013-07-23 16:00:00-07:00,115.5,68.0,2013-07-23,16:00:00,1,7
2013-07-23 16:15:00-07:00,120.3,,2013-07-23,16:15:00,1,7
2013-07-23 16:30:00-07:00,122.4,,2013-07-23,16:30:00,1,7
2013-07-23 16:45:00-07:00,121.5,,2013-07-23,16:45:00,1,7
2013-07-23 17:00:00-07:00,122.4,68.0,2013-07-23,17:00:00,1,7
2013-07-23 17:15:00-07:00,118.5,,2013-07-23,17:15:00,1,7
2013-07-23 17:30:00-07:00,112.2,,2013-07-23,17:30:00,1,7
2013-07-23 17:45:00-07:00,109.2,,2013-07-23,17:45:00,1,7
2013-07-23 18:00:00-07:00,104.4,64.9,2013-07-23,18:00:00,1,7
2013-07-23 18:15:00-07:00,68.7,,2013-07-23,18:15:00,1,7
2013-07-23 18:30:00-07:00,67.2,,2013-07-23,18:30:00,1,7
2013-07-23 18:45:00-07:00,66.9,,2013-07-23,18:45:00,1,7
2013-07-23 19:00:00-07:00,67.5,63.0,2013-07-23,19:00:00,1,7
2013-07-23 19:15:00-07:00,63.9,,2013-07-23,19:15:00,1,7
2013-07-23 19:30:00-07:00,62.7,,2013-07-23,19:30:00,1,7
2013-07-23 19:45:00-07:00,61.5,,2013-07-23,19:45:00,1,7
2013-07-23 20:00:00-07:00,65.4,61.0,2013-07-23,20:00:00,1,7
2013-07-23 20:15:00-07:00,61.2,,2013-07-23,20:15:00,1,7
2013-07-23 20:30:00-07:00,60.9,,2013-07-23,20:30:00,1,7
2013-07-23 20:45:00-07:00,59.7,,2013-07-23,20:45:00,1,7
2013-07-23 21:00:00-07:00,62.1,59.0,2013-07-23,21:00:00,1,7
2013-07-23 21:15:00-07:00,61.2,,2013-07-23,21:15:00,1,7
2013-07-23 21:30:00-07:00,60.3,,2013-07-23,21:30:00,1,7
2013-07-23 21:45:00-07:00,59.7,,2013-07-23,21:45:00,1,7
2013-07-23 22:00:00-07:00,60.3,57.9,2013-07-23,22:00:00,1,7
2013-07-23 22:15:00-07:00,61.2,,2013-07-23,22:15:00,1,7
2013-07-23 22:30:00-07:00,60.6,,2013-07-23,22:30:00,1,7
2013-07-23 22:45:00-07:00,59.7,,2013-07-23,22:45:00,1,7
2013-07-23 23:00:00-07:00,57.9,57.9,2013-07-23,23:00:00,1,7
2013-07-23 23:15:00-07:00,57.9,,2013-07-23,23:15:00,1,7
2013-07-23 23:30:00-07:00,57.0,,2013-07-23,23:30:00,1,7
2013-07-23 23:45:00-07:00,56.1,,2013-07-23,23:45:00,1,7
2013-07-24 00:00:00-07:00,55.5,57.0,2013-07-24,00:00:00,2,7
2013-07-24 00:15:00-07:00,56.1,,2013-07-24,00:15:00,2,7
2013-07-24 00:30:00-07:00,56.7,,2013-07-24,00:30:00,2,7
2013-07-24 00:45:00-07:00,56.7,,2013-07-24,00:45:00,2,7
2013-07-24 01:00:00-07:00,57.0,55.9,2013-07-24,01:00:00,2,7
2013-07-24 01:15:00-07:00,56.7,,2013-07-24,01:15:00,2,7
2013-07-24 01:30:00-07:00,57.0,,2013-07-24,01:30:00,2,7
